index,Activity Period,Operating Airline,Operating Airline IATA Code,Published Airline,Published Airline IATA Code,GEO Region,Activity Type Code,Terminal,Boarding Area,Passenger Count,Adjusted Activity Type Code,Adjusted Passenger Count,Year,Month,Price_Category,GEO_Summary
13084,201412,American Airlines,AA,American Airlines,AA,US,Deplaned,International,D,123528,Deplaned,123528,2014,December,First class,Domestic
13085,201412,American Airlines,AA,American Airlines,AA,US,Enplaned,Terminal 4,D,122988,Enplaned,122988,2014,December,First class,International
13086,201412,Asiana Airlines,OZ,Asiana Airlines,OZ,Asia,Deplaned,Terminal 4,A,7680,Deplaned,7680,2014,December,First class,Domestic
13087,201412,Asiana Airlines,OZ,Asiana Airlines,OZ,Asia,Enplaned,Terminal 3,A,7564,Enplaned,7564,2014,December,Economy,Domestic
13088,201412,British Airways,BA,British Airways,BA,Europe,Deplaned,International,A,16342,Deplaned,16342,2014,December,Business,International
13089,201412,British Airways,BA,British Airways,BA,Europe,Enplaned,International,A,16084,Enplaned,16084,2014,December,First class,International
13090,201412,Cathay Pacific,CX,Cathay Pacific,CX,Asia,Deplaned,Terminal 3,A,16269,Deplaned,16269,2014,December,First class,Domestic
13091,201412,Cathay Pacific,CX,Cathay Pacific,CX,Asia,Enplaned,Terminal 4,A,17848,Enplaned,17848,2014,December,Business,Domestic
13092,201412,China Airlines,CI,China Airlines,CI,Asia,Deplaned,International,A,8423,Deplaned,8423,2014,December,Economy,International
13093,201412,China Airlines,CI,China Airlines,CI,Asia,Enplaned,Terminal 1,A,10551,Enplaned,10551,2014,December,First class,International
13094,201412,China Eastern,MU,China Eastern,MU,Asia,Deplaned,Terminal 2,A,4690,Deplaned,4690,2014,December,Business,Domestic
13095,201412,China Eastern,MU,China Eastern,MU,Asia,Enplaned,International,A,5099,Enplaned,5099,2014,December,First class,Domestic
13096,201412,China Southern,CZ,China Southern,CZ,Asia,Deplaned,International,A,1326,Deplaned,1326,2014,December,Business,Domestic
13097,201412,China Southern,CZ,China Southern,CZ,Asia,Enplaned,Terminal 4,A,1403,Enplaned,1403,2014,December,First class,International
13098,201412,Compass Airlines,CP,Delta Air Lines,DL,US,Deplaned,International,C,33935,Deplaned,33935,2014,December,First class,International
13099,201412,Compass Airlines,CP,Delta Air Lines,DL,US,Enplaned,Terminal 4,C,35171,Enplaned,35171,2014,December,First class,International
13100,201412,Delta Air Lines,DL,Delta Air Lines,DL,US,Deplaned,Terminal 3,C,116509,Deplaned,116509,2014,December,First class,International
13101,201412,Delta Air Lines,DL,Delta Air Lines,DL,US,Enplaned,Terminal 2,C,113410,Enplaned,113410,2014,December,First class,International
13102,201412,Delta Air Lines,DL,Delta Air Lines,DL,US,Thru / Transit,International,C,138,Thru / Transit * 2,276,2014,December,Economy,International
13103,201412,EVA Airways,BR,EVA Airways,BR,Asia,Deplaned,Terminal 1,G,16100,Deplaned,16100,2014,December,First class,Domestic
13104,201412,EVA Airways,BR,EVA Airways,BR,Asia,Enplaned,Terminal 1,G,16455,Enplaned,16455,2014,December,First class,International
13105,201412,Emirates ,EK,Emirates ,EK,Middle East,Deplaned,Terminal 3,A,11372,Deplaned,11372,2014,December,Economy,Domestic
13106,201412,Emirates ,EK,Emirates ,EK,Middle East,Enplaned,Terminal 1,A,14206,Enplaned,14206,2014,December,Business,Domestic
13107,201412,Etihad Airways,EY,Etihad Airways,EY,Middle East,Deplaned,International,A,6407,Deplaned,6407,2014,December,Economy,International
13108,201412,Etihad Airways,EY,Etihad Airways,EY,Middle East,Enplaned,Terminal 4,A,8383,Enplaned,8383,2014,December,First class,Domestic
13109,201412,Frontier Airlines,F9,Frontier Airlines,F9,US,Deplaned,International,B,21222,Deplaned,21222,2014,December,First class,Domestic
13110,201412,Frontier Airlines,F9,Frontier Airlines,F9,US,Enplaned,Terminal 3,B,21003,Enplaned,21003,2014,December,First class,Domestic
13111,201412,Hawaiian Airlines,HA,Hawaiian Airlines,HA,US,Deplaned,International,A,11376,Deplaned,11376,2014,December,First class,Domestic
13112,201412,Hawaiian Airlines,HA,Hawaiian Airlines,HA,US,Enplaned,Terminal 3,A,13191,Enplaned,13191,2014,December,First class,Domestic
13113,201412,Japan Airlines,JL,Japan Airlines,JL,Asia,Deplaned,International,A,5186,Deplaned,5186,2014,December,First class,Domestic
13114,201412,Japan Airlines,JL,Japan Airlines,JL,Asia,Enplaned,Terminal 4,A,6125,Enplaned,6125,2014,December,Economy,International
13115,201412,JetBlue Airways ,B6,JetBlue Airways ,B6,US,Deplaned,Terminal 3,A,43107,Deplaned,43107,2014,December,First class,International
13116,201412,JetBlue Airways ,B6,JetBlue Airways ,B6,US,Enplaned,Terminal 4,A,43327,Enplaned,43327,2014,December,Economy,International
13117,201412,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,Europe,Deplaned,International,A,6745,Deplaned,6745,2014,December,First class,Domestic
13118,201412,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,Europe,Enplaned,Terminal 4,A,6447,Enplaned,6447,2014,December,First class,International
13119,201412,Korean Air Lines,KE,Korean Air Lines,KE,Asia,Deplaned,International,A,6341,Deplaned,6341,2014,December,First class,International
13120,201412,Korean Air Lines,KE,Korean Air Lines,KE,Asia,Enplaned,International,A,6561,Enplaned,6561,2014,December,First class,International
13121,201412,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,Europe,Deplaned,International,G,19504,Deplaned,19504,2014,December,Economy,International
13122,201412,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,Europe,Enplaned,International,G,19086,Enplaned,19086,2014,December,Business,Domestic
13123,201412,Mesa Airlines,YV,American Airlines,AA,US,Deplaned,Terminal 3,B,3956,Deplaned,3956,2014,December,First class,International
13124,201412,Mesa Airlines,YV,American Airlines,AA,US,Enplaned,Terminal 4,B,3914,Enplaned,3914,2014,December,Economy,International
13125,201412,Philippine Airlines,PR,Philippine Airlines,PR,Asia,Deplaned,Terminal 3,A,10072,Deplaned,10072,2014,December,Business,International
13126,201412,Philippine Airlines,PR,Philippine Airlines,PR,Asia,Enplaned,Terminal 4,A,12992,Enplaned,12992,2014,December,First class,Domestic
13127,201412,Republic Airlines,RW,Republic Airlines,RW,US,Deplaned,International,B,52,Deplaned,52,2014,December,First class,Domestic
13128,201412,Republic Airlines,RW,Republic Airlines,RW,US,Enplaned,Terminal 4,B,52,Enplaned,52,2014,December,Business,Domestic
13129,201412,SAS Airlines,SK,SAS Airlines,SK,Europe,Deplaned,International,G,4736,Deplaned,4736,2014,December,Economy,International
13130,201412,SAS Airlines,SK,SAS Airlines,SK,Europe,Enplaned,Terminal 1,G,4608,Enplaned,4608,2014,December,Economy,Domestic
13131,201412,Singapore Airlines,SQ,Singapore Airlines,SQ,Asia,Deplaned,International,G,12910,Deplaned,12910,2014,December,First class,Domestic
13132,201412,Singapore Airlines,SQ,Singapore Airlines,SQ,Asia,Enplaned,Terminal 1,G,14953,Enplaned,14953,2014,December,Business,International
13133,201412,SkyWest Airlines,OO,Delta Air Lines,DL,US,Deplaned,Terminal 3,C,3031,Deplaned,3031,2014,December,Business,Domestic
13134,201412,SkyWest Airlines,OO,Delta Air Lines,DL,US,Enplaned,International,C,2915,Enplaned,2915,2014,December,First class,International
13135,201412,SkyWest Airlines,OO,United Airlines,UA,US,Deplaned,Terminal 3,F,131825,Deplaned,131825,2014,December,First class,Domestic
13136,201412,SkyWest Airlines,OO,United Airlines,UA,US,Enplaned,Terminal 3,F,137377,Enplaned,137377,2014,December,First class,International
13137,201412,SkyWest Airlines,OO,United Airlines,UA,Canada,Deplaned,International,G,1733,Deplaned,1733,2014,December,Economy,International
13138,201412,SkyWest Airlines,OO,United Airlines,UA,Canada,Deplaned,Terminal 1,F,12751,Deplaned,12751,2014,December,Business,International
13139,201412,SkyWest Airlines,OO,United Airlines,UA,Canada,Enplaned,Terminal 4,F,13919,Enplaned,13919,2014,December,Economy,International
13140,201412,Southwest Airlines,WN,Southwest Airlines,WN,US,Deplaned,International,B,136275,Deplaned,136275,2014,December,Business,Domestic
13141,201412,Southwest Airlines,WN,Southwest Airlines,WN,US,Enplaned,International,B,139591,Enplaned,139591,2014,December,First class,International
13142,201412,Southwest Airlines,WN,Southwest Airlines,WN,US,Thru / Transit,Terminal 4,B,20,Thru / Transit * 2,40,2014,December,Business,Domestic
13143,201412,Sun Country Airlines,SY,Sun Country Airlines,SY,US,Deplaned,Terminal 4,A,7284,Deplaned,7284,2014,December,First class,International
13144,201412,Sun Country Airlines,SY,Sun Country Airlines,SY,US,Enplaned,International,A,7121,Enplaned,7121,2014,December,First class,International
13145,201412,Swiss International,LX,Swiss International,LX,Europe,Deplaned,International,G,6044,Deplaned,6044,2014,December,Economy,International
13146,201412,Swiss International,LX,Swiss International,LX,Europe,Enplaned,Terminal 1,G,5745,Enplaned,5745,2014,December,First class,International
13147,201412,TACA,TA,TACA,TA,Central America,Deplaned,International,A,5454,Deplaned,5454,2014,December,Economy,Domestic
13148,201412,TACA,TA,TACA,TA,Central America,Enplaned,Terminal 4,A,6018,Enplaned,6018,2014,December,First class,Domestic
13149,201412,US Airways,US ,US Airways,US ,US,Deplaned,International,B,70220,Deplaned,70220,2014,December,First class,International
13150,201412,US Airways,US ,US Airways,US ,US,Enplaned,International,B,70214,Enplaned,70214,2014,December,Economy,International
13151,201412,United Airlines,UA,United Airlines,UA,US,Deplaned,Terminal 1,G,30952,Deplaned,30952,2014,December,Economy,Domestic
13152,201412,United Airlines,UA,United Airlines,UA,US,Enplaned,International,G,29766,Enplaned,29766,2014,December,First class,Domestic
13153,201412,United Airlines,UA,United Airlines,UA,US,Deplaned,Terminal 4,E,247015,Deplaned,247015,2014,December,Economy,International
13154,201412,United Airlines,UA,United Airlines,UA,US,Enplaned,International,E,260540,Enplaned,260540,2014,December,First class,Domestic
13155,201412,United Airlines,UA,United Airlines,UA,US,Thru / Transit,Terminal 1,E,254,Thru / Transit * 2,508,2014,December,First class,International
13156,201412,United Airlines,UA,United Airlines,UA,US,Deplaned,International,F,321699,Deplaned,321699,2014,December,Economy,Domestic
13157,201412,United Airlines,UA,United Airlines,UA,US,Enplaned,Terminal 1,F,308246,Enplaned,308246,2014,December,First class,International
13158,201412,United Airlines,UA,United Airlines,UA,US,Thru / Transit,International,F,644,Thru / Transit * 2,1288,2014,December,Business,Domestic
13159,201412,United Airlines,UA,United Airlines,UA,Asia,Deplaned,International,G,68621,Deplaned,68621,2014,December,Economy,Domestic
13160,201412,United Airlines,UA,United Airlines,UA,Asia,Enplaned,Terminal 3,G,70227,Enplaned,70227,2014,December,Business,Domestic
13161,201412,United Airlines,UA,United Airlines,UA,Australia / Oceania,Deplaned,International,G,7597,Deplaned,7597,2014,December,Economy,International
13162,201412,United Airlines,UA,United Airlines,UA,Australia / Oceania,Enplaned,Terminal 4,G,6516,Enplaned,6516,2014,December,Business,International
13163,201412,United Airlines,UA,United Airlines,UA,Canada,Deplaned,Terminal 4,G,1731,Deplaned,1731,2014,December,First class,Domestic
13164,201412,United Airlines,UA,United Airlines,UA,Canada,Deplaned,International,E,2511,Deplaned,2511,2014,December,First class,International
13165,201412,United Airlines,UA,United Airlines,UA,Canada,Deplaned,International,F,5144,Deplaned,5144,2014,December,Business,Domestic
13166,201412,United Airlines,UA,United Airlines,UA,Canada,Enplaned,Terminal 2,F,8864,Enplaned,8864,2014,December,Business,Domestic
13167,201412,United Airlines,UA,United Airlines,UA,Europe,Deplaned,International,G,18891,Deplaned,18891,2014,December,Business,International
13168,201412,United Airlines,UA,United Airlines,UA,Europe,Enplaned,International,G,17691,Enplaned,17691,2014,December,Economy,Domestic
13169,201412,United Airlines,UA,United Airlines,UA,Mexico,Deplaned,Terminal 2,G,20467,Deplaned,20467,2014,December,First class,International
13170,201412,United Airlines,UA,United Airlines,UA,Mexico,Enplaned,Terminal 4,G,23211,Enplaned,23211,2014,December,Business,International
13171,201412,United Airlines,UA,United Airlines,UA,Mexico,Thru / Transit,Terminal 2,G,17,Thru / Transit * 2,34,2014,December,First class,Domestic
13172,201412,Virgin America,VX,Virgin America,VX,US,Deplaned,International,D,164412,Deplaned,164412,2014,December,Business,International
13173,201412,Virgin America,VX,Virgin America,VX,US,Enplaned,International,D,165255,Enplaned,165255,2014,December,Business,Domestic
13174,201412,Virgin America,VX,Virgin America,VX,Mexico,Deplaned,Terminal 1,A,3406,Deplaned,3406,2014,December,Business,International
13175,201412,Virgin America,VX,Virgin America,VX,Mexico,Enplaned,International,D,4180,Enplaned,4180,2014,December,First class,International
13176,201412,Virgin Atlantic,VS,Virgin Atlantic,VS,Europe,Deplaned,Terminal 3,A,9439,Deplaned,9439,2014,December,First class,International
13177,201412,Virgin Atlantic,VS,Virgin Atlantic,VS,Europe,Enplaned,Terminal 4,A,9157,Enplaned,9157,2014,December,First class,Domestic
13178,201501,Aer Lingus,EI,Aer Lingus,EI,Europe,Deplaned,International,G,3737,Deplaned,3737,2015,January,Business,Domestic
13179,201501,Aer Lingus,EI,Aer Lingus,EI,Europe,Enplaned,Terminal 3,G,3032,Enplaned,3032,2015,January,Business,Domestic
13180,201501,Aeromexico,AM,Aeromexico,AM,Mexico,Deplaned,Terminal 2,A,13288,Deplaned,13288,2015,January,Economy,International
13181,201501,Aeromexico,AM,Aeromexico,AM,Mexico,Enplaned,International,A,11600,Enplaned,11600,2015,January,First class,Domestic
13182,201501,Air Canada ,AC,Air Canada ,AC,Canada,Deplaned,Terminal 3,A,11565,Deplaned,11565,2015,January,First class,Domestic
13183,201501,Air Canada ,AC,Air Canada ,AC,Canada,Enplaned,International,A,11102,Enplaned,11102,2015,January,Economy,Domestic
13184,201501,Air Canada ,AC,Air Canada ,AC,Canada,Deplaned,Terminal 4,G,10676,Deplaned,10676,2015,January,First class,International
13185,201501,Air Canada ,AC,Air Canada ,AC,Canada,Enplaned,International,G,10248,Enplaned,10248,2015,January,Economy,Domestic
13186,201501,Air China,CA,Air China,CA,Asia,Deplaned,Terminal 4,G,7177,Deplaned,7177,2015,January,Business,International
13187,201501,Air China,CA,Air China,CA,Asia,Enplaned,International,G,5248,Enplaned,5248,2015,January,First class,International
13188,201501,Air France,AF,Air France,AF,Europe,Deplaned,Terminal 3,A,7675,Deplaned,7675,2015,January,Business,International
13189,201501,Air France,AF,Air France,AF,Europe,Enplaned,International,A,7294,Enplaned,7294,2015,January,Business,Domestic
13190,201501,Air New Zealand,NZ,Air New Zealand,NZ,Australia / Oceania,Deplaned,International,G,11785,Deplaned,11785,2015,January,First class,Domestic
13191,201501,Air New Zealand,NZ,Air New Zealand,NZ,Australia / Oceania,Enplaned,Terminal 3,G,12973,Enplaned,12973,2015,January,Business,Domestic
13192,201501,Alaska Airlines,AS,Alaska Airlines,AS,US,Deplaned,Terminal 4,A,49993,Deplaned,49993,2015,January,Economy,Domestic
13193,201501,Alaska Airlines,AS,Alaska Airlines,AS,US,Enplaned,International,A,48121,Enplaned,48121,2015,January,First class,Domestic
13194,201501,Alaska Airlines,AS,Alaska Airlines,AS,Mexico,Deplaned,Terminal 3,A,6591,Deplaned,6591,2015,January,Economy,International
13195,201501,Alaska Airlines,AS,Alaska Airlines,AS,Mexico,Enplaned,International,A,5331,Enplaned,5331,2015,January,First class,Domestic
13196,201501,All Nippon Airways,NH,All Nippon Airways,NH,Asia,Deplaned,Terminal 3,G,7355,Deplaned,7355,2015,January,First class,International
13197,201501,All Nippon Airways,NH,All Nippon Airways,NH,Asia,Enplaned,Terminal 4,G,6336,Enplaned,6336,2015,January,First class,Domestic
13198,201501,American Airlines,AA,American Airlines,AA,US,Deplaned,International,D,114823,Deplaned,114823,2015,January,First class,International
13199,201501,American Airlines,AA,American Airlines,AA,US,Enplaned,Terminal 3,D,107237,Enplaned,107237,2015,January,First class,International
13200,201501,Asiana Airlines,OZ,Asiana Airlines,OZ,Asia,Deplaned,Terminal 4,A,8108,Deplaned,8108,2015,January,Business,International
13201,201501,Asiana Airlines,OZ,Asiana Airlines,OZ,Asia,Enplaned,Terminal 2,A,6423,Enplaned,6423,2015,January,Business,Domestic
13202,201501,British Airways,BA,British Airways,BA,Europe,Deplaned,Terminal 1,A,16745,Deplaned,16745,2015,January,First class,Domestic
13203,201501,British Airways,BA,British Airways,BA,Europe,Enplaned,Terminal 1,A,15889,Enplaned,15889,2015,January,Business,Domestic
13204,201501,Cathay Pacific,CX,Cathay Pacific,CX,Asia,Deplaned,Terminal 4,A,17634,Deplaned,17634,2015,January,First class,International
13205,201501,Cathay Pacific,CX,Cathay Pacific,CX,Asia,Enplaned,Terminal 3,A,16513,Enplaned,16513,2015,January,Business,International
13206,201501,China Airlines,CI,China Airlines,CI,Asia,Deplaned,International,A,10158,Deplaned,10158,2015,January,Economy,Domestic
13207,201501,China Airlines,CI,China Airlines,CI,Asia,Enplaned,Terminal 1,A,11307,Enplaned,11307,2015,January,Business,International
13208,201501,China Eastern,MU,China Eastern,MU,Asia,Deplaned,Terminal 3,A,5761,Deplaned,5761,2015,January,Business,International
13209,201501,China Eastern,MU,China Eastern,MU,Asia,Enplaned,Terminal 3,A,3807,Enplaned,3807,2015,January,First class,Domestic
13210,201501,China Southern,CZ,China Southern,CZ,Asia,Deplaned,Terminal 3,A,2774,Deplaned,2774,2015,January,Business,International
13211,201501,China Southern,CZ,China Southern,CZ,Asia,Enplaned,Terminal 1,A,2291,Enplaned,2291,2015,January,Economy,International
13212,201501,Compass Airlines,CP,Delta Air Lines,DL,US,Deplaned,Terminal 3,C,34910,Deplaned,34910,2015,January,First class,International
13213,201501,Compass Airlines,CP,Delta Air Lines,DL,US,Enplaned,Terminal 2,C,33583,Enplaned,33583,2015,January,Economy,International
13214,201501,Delta Air Lines,DL,Delta Air Lines,DL,US,Deplaned,International,C,94843,Deplaned,94843,2015,January,First class,International
13215,201501,Delta Air Lines,DL,Delta Air Lines,DL,US,Enplaned,Terminal 2,C,94713,Enplaned,94713,2015,January,Economy,International
13216,201501,Delta Air Lines,DL,Delta Air Lines,DL,US,Thru / Transit,International,C,130,Thru / Transit * 2,260,2015,January,Business,Domestic
13217,201501,EVA Airways,BR,EVA Airways,BR,Asia,Deplaned,International,G,17056,Deplaned,17056,2015,January,First class,International
13218,201501,EVA Airways,BR,EVA Airways,BR,Asia,Enplaned,International,G,17261,Enplaned,17261,2015,January,First class,Domestic
13219,201501,Emirates ,EK,Emirates ,EK,Middle East,Deplaned,Terminal 4,A,13937,Deplaned,13937,2015,January,First class,Domestic
13220,201501,Emirates ,EK,Emirates ,EK,Middle East,Enplaned,Terminal 4,A,12687,Enplaned,12687,2015,January,Business,Domestic
13221,201501,Etihad Airways,EY,Etihad Airways,EY,Middle East,Deplaned,International,A,8799,Deplaned,8799,2015,January,Business,International
13222,201501,Etihad Airways,EY,Etihad Airways,EY,Middle East,Enplaned,Terminal 4,A,6059,Enplaned,6059,2015,January,First class,International
13223,201501,Frontier Airlines,F9,Frontier Airlines,F9,US,Deplaned,Terminal 3,B,17752,Deplaned,17752,2015,January,First class,Domestic
13224,201501,Frontier Airlines,F9,Frontier Airlines,F9,US,Enplaned,International,B,17933,Enplaned,17933,2015,January,Business,International
13225,201501,Hawaiian Airlines,HA,Hawaiian Airlines,HA,US,Deplaned,Terminal 3,A,13881,Deplaned,13881,2015,January,Business,Domestic
13226,201501,Hawaiian Airlines,HA,Hawaiian Airlines,HA,US,Enplaned,Terminal 1,A,11530,Enplaned,11530,2015,January,Business,Domestic
13227,201501,Japan Airlines,JL,Japan Airlines,JL,Asia,Deplaned,Terminal 2,A,5988,Deplaned,5988,2015,January,Economy,Domestic
13228,201501,Japan Airlines,JL,Japan Airlines,JL,Asia,Enplaned,Terminal 3,A,5729,Enplaned,5729,2015,January,First class,Domestic
13229,201501,JetBlue Airways ,B6,JetBlue Airways ,B6,US,Deplaned,Terminal 1,A,46995,Deplaned,46995,2015,January,First class,Domestic
13230,201501,JetBlue Airways ,B6,JetBlue Airways ,B6,US,Enplaned,International,A,46785,Enplaned,46785,2015,January,First class,Domestic
13231,201501,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,Europe,Deplaned,Terminal 4,A,6661,Deplaned,6661,2015,January,First class,International
13232,201501,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,Europe,Enplaned,International,A,6222,Enplaned,6222,2015,January,First class,Domestic
13233,201501,Korean Air Lines,KE,Korean Air Lines,KE,Asia,Deplaned,Terminal 2,A,7347,Deplaned,7347,2015,January,Business,International
13234,201501,Korean Air Lines,KE,Korean Air Lines,KE,Asia,Enplaned,Terminal 1,A,6135,Enplaned,6135,2015,January,First class,Domestic
13235,201501,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,Europe,Deplaned,International,G,21356,Deplaned,21356,2015,January,First class,International
13236,201501,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,Europe,Enplaned,International,G,19898,Enplaned,19898,2015,January,Business,International
13237,201501,Mesa Airlines,YV,American Airlines,AA,US,Deplaned,Terminal 3,B,5033,Deplaned,5033,2015,January,Business,International
13238,201501,Mesa Airlines,YV,American Airlines,AA,US,Enplaned,Terminal 1,B,4204,Enplaned,4204,2015,January,First class,International
13239,201501,Philippine Airlines,PR,Philippine Airlines,PR,Asia,Deplaned,Terminal 3,A,11711,Deplaned,11711,2015,January,First class,International
13240,201501,Philippine Airlines,PR,Philippine Airlines,PR,Asia,Enplaned,Terminal 3,A,11202,Enplaned,11202,2015,January,Business,International
13241,201501,Republic Airlines,RW,Republic Airlines,RW,US,Enplaned,International,B,51,Enplaned,51,2015,January,First class,International
13242,201501,SAS Airlines,SK,SAS Airlines,SK,Europe,Deplaned,Terminal 2,G,4891,Deplaned,4891,2015,January,Business,International
13243,201501,SAS Airlines,SK,SAS Airlines,SK,Europe,Enplaned,Terminal 4,G,4251,Enplaned,4251,2015,January,First class,Domestic
13244,201501,Singapore Airlines,SQ,Singapore Airlines,SQ,Asia,Deplaned,Terminal 4,G,14596,Deplaned,14596,2015,January,First class,International
13245,201501,Singapore Airlines,SQ,Singapore Airlines,SQ,Asia,Enplaned,International,G,12480,Enplaned,12480,2015,January,First class,International
13246,201501,SkyWest Airlines,OO,Delta Air Lines,DL,US,Deplaned,Terminal 1,C,1859,Deplaned,1859,2015,January,Business,Domestic
13247,201501,SkyWest Airlines,OO,Delta Air Lines,DL,US,Enplaned,International,C,1807,Enplaned,1807,2015,January,Economy,Domestic
13248,201501,SkyWest Airlines,OO,United Airlines,UA,US,Deplaned,International,F,145020,Deplaned,145020,2015,January,Business,International
13249,201501,SkyWest Airlines,OO,United Airlines,UA,US,Enplaned,Terminal 1,F,141096,Enplaned,141096,2015,January,First class,International
13250,201501,SkyWest Airlines,OO,United Airlines,UA,Canada,Deplaned,International,G,1273,Deplaned,1273,2015,January,First class,Domestic
13251,201501,SkyWest Airlines,OO,United Airlines,UA,Canada,Deplaned,Terminal 1,F,10085,Deplaned,10085,2015,January,First class,Domestic
13252,201501,SkyWest Airlines,OO,United Airlines,UA,Canada,Enplaned,Terminal 2,F,11225,Enplaned,11225,2015,January,First class,Domestic
13253,201501,Southwest Airlines,WN,Southwest Airlines,WN,US,Deplaned,Terminal 4,B,124934,Deplaned,124934,2015,January,Business,Domestic
13254,201501,Southwest Airlines,WN,Southwest Airlines,WN,US,Enplaned,Terminal 4,B,119096,Enplaned,119096,2015,January,Economy,International
13255,201501,Southwest Airlines,WN,Southwest Airlines,WN,US,Thru / Transit,Terminal 3,B,20,Thru / Transit * 2,40,2015,January,First class,International
13256,201501,Sun Country Airlines,SY,Sun Country Airlines,SY,US,Deplaned,International,A,3734,Deplaned,3734,2015,January,Economy,International
13257,201501,Sun Country Airlines,SY,Sun Country Airlines,SY,US,Enplaned,International,A,3578,Enplaned,3578,2015,January,Business,International
13258,201501,Sun Country Airlines,SY,Sun Country Airlines,SY,Mexico,Deplaned,International,A,912,Deplaned,912,2015,January,First class,Domestic
13259,201501,Sun Country Airlines,SY,Sun Country Airlines,SY,Mexico,Enplaned,Terminal 4,A,917,Enplaned,917,2015,January,Economy,International
13260,201501,Swiss International,LX,Swiss International,LX,Europe,Deplaned,International,G,6203,Deplaned,6203,2015,January,Business,Domestic
13261,201501,Swiss International,LX,Swiss International,LX,Europe,Enplaned,International,G,5621,Enplaned,5621,2015,January,First class,Domestic
13262,201501,TACA,TA,TACA,TA,Central America,Deplaned,Terminal 1,A,6101,Deplaned,6101,2015,January,Economy,International
13263,201501,TACA,TA,TACA,TA,Central America,Enplaned,International,A,6011,Enplaned,6011,2015,January,Business,International
13264,201501,US Airways,US ,US Airways,US ,US,Deplaned,Terminal 4,B,60619,Deplaned,60619,2015,January,Economy,International
13265,201501,US Airways,US ,US Airways,US ,US,Enplaned,International,B,61729,Enplaned,61729,2015,January,Business,Domestic
13266,201501,United Airlines,UA,United Airlines,UA,US,Deplaned,Terminal 4,G,28156,Deplaned,28156,2015,January,First class,International
13267,201501,United Airlines,UA,United Airlines,UA,US,Enplaned,International,G,22333,Enplaned,22333,2015,January,First class,International
13268,201501,United Airlines,UA,United Airlines,UA,US,Thru / Transit,International,G,1,Thru / Transit * 2,2,2015,January,First class,Domestic
13269,201501,United Airlines,UA,United Airlines,UA,US,Deplaned,Terminal 1,E,197345,Deplaned,197345,2015,January,First class,Domestic
13270,201501,United Airlines,UA,United Airlines,UA,US,Enplaned,International,E,211641,Enplaned,211641,2015,January,First class,Domestic
13271,201501,United Airlines,UA,United Airlines,UA,US,Thru / Transit,International,E,178,Thru / Transit * 2,356,2015,January,Business,Domestic
13272,201501,United Airlines,UA,United Airlines,UA,US,Deplaned,Terminal 4,F,303783,Deplaned,303783,2015,January,Business,International
13273,201501,United Airlines,UA,United Airlines,UA,US,Enplaned,International,F,283669,Enplaned,283669,2015,January,Economy,Domestic
13274,201501,United Airlines,UA,United Airlines,UA,US,Thru / Transit,Terminal 4,F,380,Thru / Transit * 2,760,2015,January,First class,International
13275,201501,United Airlines,UA,United Airlines,UA,Asia,Deplaned,Terminal 1,G,75110,Deplaned,75110,2015,January,First class,International
13276,201501,United Airlines,UA,United Airlines,UA,Asia,Enplaned,Terminal 3,G,65024,Enplaned,65024,2015,January,Business,International
13277,201501,United Airlines,UA,United Airlines,UA,Asia,Thru / Transit,Terminal 4,G,263,Thru / Transit * 2,526,2015,January,First class,Domestic
13278,201501,United Airlines,UA,United Airlines,UA,Australia / Oceania,Deplaned,Terminal 3,G,6940,Deplaned,6940,2015,January,First class,International
13279,201501,United Airlines,UA,United Airlines,UA,Australia / Oceania,Enplaned,International,G,7841,Enplaned,7841,2015,January,First class,Domestic
13280,201501,United Airlines,UA,United Airlines,UA,Canada,Deplaned,Terminal 1,G,913,Deplaned,913,2015,January,First class,International
13281,201501,United Airlines,UA,United Airlines,UA,Canada,Enplaned,International,G,517,Enplaned,517,2015,January,First class,International
13282,201501,United Airlines,UA,United Airlines,UA,Canada,Deplaned,Terminal 3,E,4858,Deplaned,4858,2015,January,First class,International
13283,201501,United Airlines,UA,United Airlines,UA,Canada,Enplaned,International,E,1102,Enplaned,1102,2015,January,First class,International
13284,201501,United Airlines,UA,United Airlines,UA,Canada,Deplaned,Terminal 1,F,4972,Deplaned,4972,2015,January,First class,Domestic
13285,201501,United Airlines,UA,United Airlines,UA,Canada,Enplaned,International,F,8754,Enplaned,8754,2015,January,Economy,Domestic
13286,201501,United Airlines,UA,United Airlines,UA,Europe,Deplaned,International,G,19383,Deplaned,19383,2015,January,First class,Domestic
13287,201501,United Airlines,UA,United Airlines,UA,Europe,Enplaned,International,G,17923,Enplaned,17923,2015,January,Economy,Domestic
13288,201501,United Airlines,UA,United Airlines,UA,Mexico,Deplaned,International,G,19536,Deplaned,19536,2015,January,Business,International
